	precision	recall	f1-score	support
0	0.9571428571428572	0.9054054054054054	0.9305555555555555	74.0
1	0.9506172839506173	0.9625	0.9565217391304348	80.0
2	0.9629629629629629	0.9629629629629629	0.9629629629629629	27.0
3	0.9725274725274725	0.9567567567567568	0.9645776566757492	185.0
4	0.9759615384615384	0.9950980392156863	0.9854368932038836	204.0
5	0.9606299212598425	0.9606299212598425	0.9606299212598425	127.0
6	1.0	0.9732142857142857	0.9864253393665159	112.0
7	0.7313432835820896	0.8166666666666667	0.7716535433070867	60.0
8	1.0	1.0	1.0	121.0
9	0.9242424242424242	0.8591549295774648	0.8905109489051095	142.0
10	0.9854014598540146	1.0	0.9926470588235294	135.0
11	0.9802631578947368	0.93125	0.9551282051282052	160.0
12	0.9444444444444444	0.9770114942528736	0.96045197740113	174.0
13	0.9902912621359223	1.0	0.9951219512195122	102.0
14	0.9830508474576272	0.9666666666666667	0.9747899159663865	60.0
15	0.9984894259818731	0.9939849624060151	0.9962321024868124	665.0
16	0.9615384615384616	0.9765625	0.9689922480620154	256.0
17	1.0	1.0	1.0	45.0
18	0.9607843137254902	0.9245283018867925	0.9423076923076923	106.0
19	0.9494949494949495	0.9791666666666666	0.9641025641025641	192.0
20	0.9612403100775194	0.9841269841269841	0.9725490196078431	126.0
21	0.9574468085106383	0.8256880733944955	0.8866995073891627	109.0
22	0.9333333333333333	0.7777777777777778	0.8484848484848485	18.0
23	1.0	0.9761904761904762	0.9879518072289156	42.0
24	0.9722650231124808	0.9952681388012619	0.9836321122369447	634.0
25	0.9948186528497409	0.9948186528497409	0.9948186528497409	193.0
26	1.0	0.9795918367346939	0.9896907216494846	147.0
27	1.0	0.9636363636363636	0.9814814814814815	55.0
28	0.9649122807017544	0.8870967741935484	0.9243697478991597	248.0
29	0.7603305785123967	0.7244094488188977	0.7419354838709677	127.0
30	0.8666666666666667	0.9162995594713657	0.8907922912205567	227.0
31	0.9117647058823529	0.8303571428571429	0.8691588785046729	112.0
32	0.8169642857142857	0.8755980861244019	0.8452655889145497	209.0
33	0.8877005347593583	0.8783068783068783	0.8829787234042554	189.0
34	0.8023952095808383	0.8427672955974843	0.8220858895705521	159.0
35	0.9746268656716418	0.9849170437405732	0.9797449362340586	663.0
36	0.9565217391304348	0.9166666666666666	0.9361702127659574	48.0
37	0.9368421052631579	0.978021978021978	0.956989247311828	182.0
accuracy	0.9499616270145818	0.9499616270145818	0.9499616270145818	0.9499616270145818
macro avg	0.9443951359585246	0.9335025983354952	0.9382591428023678	6515.0
weighted avg	0.9506693012938072	0.9499616270145818	0.9498974004226569	6515.0
