	precision	recall	f1-score	support
0	1.0	0.7567567567567568	0.8615384615384616	74.0
1	1.0	0.8875	0.9403973509933775	80.0
2	0.9642857142857143	1.0	0.9818181818181818	27.0
3	0.8295964125560538	1.0	0.9068627450980392	185.0
4	0.9854368932038835	0.9950980392156863	0.9902439024390244	204.0
5	0.9130434782608695	0.9921259842519685	0.950943396226415	127.0
6	1.0	0.9642857142857143	0.9818181818181818	112.0
7	0.6901408450704225	0.8166666666666667	0.748091603053435	60.0
8	0.9918032786885246	1.0	0.9958847736625513	121.0
9	0.9224806201550387	0.8380281690140845	0.878228782287823	142.0
10	1.0	1.0	1.0	135.0
11	0.8729281767955801	0.9875	0.9266862170087977	160.0
12	0.9818181818181818	0.9310344827586207	0.9557522123893805	174.0
13	1.0	0.9705882352941176	0.9850746268656716	102.0
14	0.9833333333333333	0.9833333333333333	0.9833333333333333	60.0
15	0.9954819277108434	0.9939849624060151	0.9947328818660647	665.0
16	0.9838709677419355	0.953125	0.9682539682539683	256.0
17	1.0	0.9111111111111111	0.9534883720930233	45.0
18	0.9215686274509803	0.8867924528301887	0.9038461538461539	106.0
19	0.972972972972973	0.9375	0.9549071618037135	192.0
20	0.9461538461538461	0.9761904761904762	0.9609375	126.0
21	0.9484536082474226	0.8440366972477065	0.8932038834951457	109.0
22	0.8666666666666667	0.7222222222222222	0.7878787878787877	18.0
23	0.9761904761904762	0.9761904761904762	0.9761904761904762	42.0
24	0.9692307692307692	0.9936908517350158	0.9813084112149532	634.0
25	0.9796954314720813	1.0	0.9897435897435898	193.0
26	0.9931972789115646	0.9931972789115646	0.9931972789115646	147.0
27	0.9818181818181818	0.9818181818181818	0.9818181818181818	55.0
28	0.9019607843137255	0.9274193548387096	0.9145129224652087	248.0
29	0.6929133858267716	0.6929133858267716	0.6929133858267716	127.0
30	0.85	0.8986784140969163	0.8736616702355461	227.0
31	0.8761904761904762	0.8214285714285714	0.847926267281106	112.0
32	0.8926553672316384	0.7559808612440191	0.8186528497409327	209.0
33	0.8366336633663366	0.8941798941798942	0.8644501278772377	189.0
34	0.8389261744966443	0.7861635220125787	0.8116883116883118	159.0
35	0.9907692307692307	0.971342383107089	0.9809596344249809	663.0
36	0.8461538461538461	0.9166666666666666	0.8799999999999999	48.0
37	0.927461139896373	0.9835164835164835	0.9546666666666668	182.0
accuracy	0.9398311588641596	0.9398311588641596	0.9398311588641596	0.9398311588641596
macro avg	0.9295745199205364	0.9195017533988841	0.9227792697856596	6515.0
weighted avg	0.941624753743028	0.9398311588641596	0.9395794299067439	6515.0
