	precision	recall	f1-score	support
0	0.9558823529411765	0.8783783783783784	0.9154929577464789	74.0
1	0.987012987012987	0.95	0.9681528662420381	80.0
2	0.9615384615384616	0.9259259259259259	0.9433962264150944	27.0
3	0.9567567567567568	0.9567567567567568	0.9567567567567568	185.0
4	0.9852941176470589	0.9852941176470589	0.9852941176470589	204.0
5	0.968	0.952755905511811	0.9603174603174602	127.0
6	0.9732142857142857	0.9732142857142857	0.9732142857142857	112.0
7	0.8214285714285714	0.38333333333333336	0.5227272727272727	60.0
8	1.0	1.0	1.0	121.0
9	0.7828571428571428	0.9647887323943662	0.8643533123028392	142.0
10	1.0	0.9851851851851852	0.9925373134328358	135.0
11	0.927710843373494	0.9625	0.9447852760736196	160.0
12	0.9595375722543352	0.9540229885057471	0.956772334293948	174.0
13	1.0	0.9803921568627451	0.99009900990099	102.0
14	1.0	0.95	0.9743589743589743	60.0
15	0.9880774962742176	0.9969924812030075	0.9925149700598803	665.0
16	0.939622641509434	0.97265625	0.9558541266794626	256.0
17	1.0	0.9555555555555556	0.9772727272727273	45.0
18	0.9574468085106383	0.8490566037735849	0.9	106.0
19	0.9257425742574258	0.9739583333333334	0.949238578680203	192.0
20	0.9834710743801653	0.9444444444444444	0.9635627530364373	126.0
21	0.8796296296296297	0.8715596330275229	0.8755760368663594	109.0
22	1.0	0.5555555555555556	0.7142857142857143	18.0
23	0.9130434782608695	1.0	0.9545454545454545	42.0
24	0.9903536977491961	0.9716088328075709	0.9808917197452229	634.0
25	0.9846938775510204	1.0	0.9922879177377892	193.0
26	0.9865771812080537	1.0	0.9932432432432432	147.0
27	1.0	0.9454545454545454	0.9719626168224299	55.0
28	0.8828125	0.9112903225806451	0.8968253968253969	248.0
29	0.5562130177514792	0.7401574803149606	0.6351351351351351	127.0
30	0.8361344537815126	0.8766519823788547	0.8559139784946236	227.0
31	0.8363636363636363	0.8214285714285714	0.8288288288288289	112.0
32	0.893491124260355	0.722488038277512	0.798941798941799	209.0
33	0.7901785714285714	0.9365079365079365	0.8571428571428571	189.0
34	0.9051724137931034	0.660377358490566	0.7636363636363637	159.0
35	0.9787556904400607	0.9728506787330317	0.9757942511346445	663.0
36	0.9523809523809523	0.8333333333333334	0.888888888888889	48.0
37	0.8768472906403941	0.978021978021978	0.9246753246753247	182.0
accuracy	0.9329240214888719	0.9329240214888719	0.9329240214888719	0.9329240214888719
macro avg	0.9299010842551311	0.9024341495115289	0.9104020222791693	6515.0
weighted avg	0.9367091918603345	0.9329240214888719	0.9322074654621586	6515.0
