	precision	recall	f1-score	support
0	0.9206349206349206	0.7837837837837838	0.8467153284671532	74.0
1	1.0	0.8375	0.9115646258503401	80.0
2	0.9230769230769231	0.8888888888888888	0.9056603773584906	27.0
3	0.885	0.9567567567567568	0.9194805194805195	185.0
4	0.9758454106280193	0.9901960784313726	0.9829683698296837	204.0
5	0.967741935483871	0.9448818897637795	0.9561752988047808	127.0
6	0.9727272727272728	0.9553571428571429	0.963963963963964	112.0
7	0.7288135593220338	0.7166666666666667	0.7226890756302521	60.0
8	0.968	1.0	0.983739837398374	121.0
9	0.8939393939393939	0.8309859154929577	0.8613138686131386	142.0
10	0.9854014598540146	1.0	0.9926470588235294	135.0
11	0.9171597633136095	0.96875	0.9422492401215805	160.0
12	0.9695121951219512	0.9137931034482759	0.9408284023668638	174.0
13	0.9615384615384616	0.9803921568627451	0.970873786407767	102.0
14	1.0	0.9666666666666667	0.983050847457627	60.0
15	0.990990990990991	0.9924812030075187	0.9917355371900827	665.0
16	0.9207547169811321	0.953125	0.9366602687140115	256.0
17	1.0	0.8222222222222222	0.9024390243902439	45.0
18	0.8773584905660378	0.8773584905660378	0.8773584905660378	106.0
19	0.9617486338797814	0.9166666666666666	0.9386666666666665	192.0
20	0.9044117647058824	0.9761904761904762	0.9389312977099237	126.0
21	0.9302325581395349	0.7339449541284404	0.8205128205128206	109.0
22	1.0	0.16666666666666666	0.2857142857142857	18.0
23	1.0	0.9761904761904762	0.9879518072289156	42.0
24	0.9306784660766961	0.9952681388012619	0.9618902439024389	634.0
25	0.9234449760765551	1.0	0.9601990049751244	193.0
26	0.9788732394366197	0.9455782312925171	0.9619377162629758	147.0
27	0.9629629629629629	0.9454545454545454	0.9541284403669724	55.0
28	0.9210526315789473	0.8467741935483871	0.8823529411764707	248.0
29	0.8333333333333334	0.47244094488188976	0.6030150753768845	127.0
30	0.6484848484848484	0.9427312775330396	0.7684021543985636	227.0
31	0.918918918918919	0.6071428571428571	0.7311827956989247	112.0
32	0.786046511627907	0.8086124401913876	0.7971698113207547	209.0
33	0.8444444444444444	0.8042328042328042	0.8238482384823848	189.0
34	0.8888888888888888	0.6037735849056604	0.7191011235955056	159.0
35	0.9491279069767442	0.9849170437405732	0.9666913397483347	663.0
36	0.5753424657534246	0.875	0.6942148760330579	48.0
37	0.8928571428571429	0.9615384615384616	0.9259259259259259	182.0
accuracy	0.9140445126630852	0.9140445126630852	0.9140445126630852	0.9140445126630852
macro avg	0.9134038207452965	0.8669192033821297	0.876682907540299	6515.0
weighted avg	0.919245651547108	0.9140445126630852	0.9115767605750545	6515.0
