	precision	recall	f1-score	support
0	0.0	0.0	0.0	45.0
1	0.07368421052631578	0.10606060606060606	0.08695652173913043	66.0
2	0.0	0.0	0.0	18.0
3	0.0	0.0	0.0	153.0
4	0.011326860841423949	0.05555555555555555	0.01881720430107527	126.0
5	0.05319148936170213	0.14150943396226415	0.07731958762886598	106.0
6	0.0	0.0	0.0	79.0
7	0.0	0.0	0.0	50.0
8	0.0	0.0	0.0	120.0
9	0.004739336492890996	0.010752688172043012	0.006578947368421053	93.0
10	0.05	0.017391304347826087	0.025806451612903226	115.0
11	0.0	0.0	0.0	102.0
12	0.0	0.0	0.0	122.0
13	0.0	0.0	0.0	98.0
14	0.0	0.0	0.0	36.0
15	0.0	0.0	0.0	517.0
16	0.0	0.0	0.0	217.0
17	0.0	0.0	0.0	35.0
18	0.0	0.0	0.0	83.0
19	0.0	0.0	0.0	143.0
20	0.0	0.0	0.0	90.0
21	0.0	0.0	0.0	87.0
22	0.0	0.0	0.0	15.0
23	0.0	0.0	0.0	36.0
24	0.0	0.0	0.0	455.0
25	0.0	0.0	0.0	148.0
26	0.0416243654822335	0.7663551401869159	0.07896003851709196	107.0
27	0.014749262536873156	0.18518518518518517	0.027322404371584702	27.0
28	0.0	0.0	0.0	198.0
29	0.0	0.0	0.0	85.0
30	0.0	0.0	0.0	157.0
31	0.0	0.0	0.0	74.0
32	0.0	0.0	0.0	157.0
33	0.0	0.0	0.0	151.0
34	0.0	0.0	0.0	131.0
35	0.0	0.0	0.0	460.0
36	0.006493506493506494	0.02564102564102564	0.010362694300518135	39.0
37	0.0	0.0	0.0	145.0
accuracy	0.024559967253376995	0.024559967253376995	0.024559967253376995	0.024559967253376995
macro avg	0.0067318166246038424	0.03443291945030057	0.008740101311568178	4886.0
weighted avg	0.0047533120088573185	0.024559967253376995	0.00603277376651796	4886.0
