	precision	recall	f1-score	support
0	0.015916575192096598	0.3670886075949367	0.030510257759074174	79.0
1	0.0	0.0	0.0	80.0
2	0.0	0.0	0.0	29.0
3	0.0	0.0	0.0	183.0
4	0.0	0.0	0.0	170.0
5	0.0	0.0	0.0	137.0
6	0.0	0.0	0.0	114.0
7	0.0	0.0	0.0	56.0
8	0.0	0.0	0.0	146.0
9	0.0	0.0	0.0	121.0
10	0.02877697841726619	0.028985507246376812	0.02888086642599278	138.0
11	0.0	0.0	0.0	153.0
12	0.0	0.0	0.0	144.0
13	0.0	0.0	0.0	141.0
14	0.0	0.0	0.0	54.0
15	0.0	0.0	0.0	634.0
16	0.0	0.0	0.0	239.0
17	0.005952380952380952	0.05555555555555555	0.010752688172043012	36.0
18	0.008403361344537815	0.008547008547008548	0.00847457627118644	117.0
19	0.0	0.0	0.0	187.0
20	0.0	0.0	0.0	141.0
21	0.0	0.0	0.0	130.0
22	0.0	0.0	0.0	21.0
23	0.0	0.0	0.0	42.0
24	0.0	0.0	0.0	619.0
25	0.02689486552567237	0.2920353982300885	0.04925373134328358	226.0
26	0.0	0.0	0.0	128.0
27	0.0	0.0	0.0	54.0
28	0.0	0.0	0.0	265.0
29	0.023952095808383235	0.06837606837606838	0.03547671840354768	117.0
30	0.0	0.0	0.0	219.0
31	0.3333333333333333	0.015748031496062992	0.03007518796992481	127.0
32	0.02631578947368421	0.02643171806167401	0.026373626373626374	227.0
33	0.0	0.0	0.0	195.0
34	0.0	0.0	0.0	154.0
35	0.04946236559139785	0.071875	0.058598726114649675	640.0
36	0.0	0.0	0.0	49.0
37	0.0	0.0	0.0	203.0
accuracy	0.025172678434382194	0.025172678434382194	0.025172678434382194	0.025172678434382194
macro avg	0.013658098569440856	0.02459586566073083	0.007326220495613908	6515.0
weighted avg	0.014623127827182204	0.025172678434382194	0.01080063825584694	6515.0
