	precision	recall	f1-score	support
0	0.967741935483871	0.8108108108108109	0.8823529411764706	74.0
1	0.9625	0.9625	0.9625000000000001	80.0
2	0.9629629629629629	0.9629629629629629	0.9629629629629629	27.0
3	0.9019607843137255	0.9945945945945946	0.9460154241645246	185.0
4	0.9901960784313726	0.9901960784313726	0.9901960784313726	204.0
5	0.9389312977099237	0.968503937007874	0.9534883720930233	127.0
6	1.0	0.9821428571428571	0.9909909909909909	112.0
7	0.8571428571428571	0.7	0.7706422018348624	60.0
8	0.9918032786885246	1.0	0.9958847736625513	121.0
9	0.8709677419354839	0.9507042253521126	0.9090909090909091	142.0
10	0.9926470588235294	1.0	0.996309963099631	135.0
11	0.9617834394904459	0.94375	0.9526813880126183	160.0
12	0.95	0.9827586206896551	0.9661016949152542	174.0
13	0.9901960784313726	0.9901960784313726	0.9901960784313726	102.0
14	1.0	0.9666666666666667	0.983050847457627	60.0
15	1.0	0.98796992481203	0.9939485627836611	665.0
16	0.98	0.95703125	0.9683794466403162	256.0
17	1.0	0.9555555555555556	0.9772727272727273	45.0
18	0.9245283018867925	0.9245283018867925	0.9245283018867925	106.0
19	0.9447236180904522	0.9791666666666666	0.9616368286445013	192.0
20	0.967741935483871	0.9523809523809523	0.96	126.0
21	0.8818181818181818	0.8899082568807339	0.8858447488584476	109.0
22	0.8888888888888888	0.8888888888888888	0.8888888888888888	18.0
23	1.0	0.9761904761904762	0.9879518072289156	42.0
24	0.993660855784469	0.9889589905362776	0.9913043478260869	634.0
25	0.9948453608247423	1.0	0.9974160206718347	193.0
26	0.9932432432432432	1.0	0.9966101694915254	147.0
27	1.0	0.9636363636363636	0.9814814814814815	55.0
28	0.8834586466165414	0.9475806451612904	0.9143968871595332	248.0
29	0.8541666666666666	0.6456692913385826	0.7354260089686098	127.0
30	0.9186602870813397	0.8458149779735683	0.8807339449541284	227.0
31	0.91	0.8125	0.8584905660377358	112.0
32	0.8551401869158879	0.8755980861244019	0.8652482269503546	209.0
33	0.9096385542168675	0.798941798941799	0.8507042253521128	189.0
34	0.7058823529411765	0.9056603773584906	0.7933884297520662	159.0
35	0.9646539027982327	0.9879336349924586	0.9761549925484352	663.0
36	0.88	0.9166666666666666	0.8979591836734694	48.0
37	0.95	0.9395604395604396	0.9447513812154695	182.0
accuracy	0.9468917881811205	0.9468917881811205	0.9468917881811205	0.9468917881811205
macro avg	0.9405232762281955	0.930156009937966	0.9338153106476649	6515.0
weighted avg	0.9484205559329995	0.9468917881811205	0.9465029044611428	6515.0
