	precision	recall	f1-score	support
0	0.8045977011494253	0.9459459459459459	0.8695652173913044	74.0
1	1.0	0.9125	0.9542483660130718	80.0
2	0.9629629629629629	0.9629629629629629	0.9629629629629629	27.0
3	0.9574468085106383	0.972972972972973	0.9651474530831101	185.0
4	0.9950980392156863	0.9950980392156863	0.9950980392156863	204.0
5	0.991869918699187	0.9606299212598425	0.976	127.0
6	0.9649122807017544	0.9821428571428571	0.9734513274336283	112.0
7	0.6282051282051282	0.8166666666666667	0.7101449275362318	60.0
8	1.0	1.0	1.0	121.0
9	0.9180327868852459	0.7887323943661971	0.8484848484848485	142.0
10	1.0	0.9925925925925926	0.996282527881041	135.0
11	0.9554140127388535	0.9375	0.9463722397476341	160.0
12	0.9388888888888889	0.9712643678160919	0.9548022598870056	174.0
13	1.0	0.9803921568627451	0.99009900990099	102.0
14	1.0	0.95	0.9743589743589743	60.0
15	1.0	0.9834586466165414	0.9916603487490523	665.0
16	0.9540229885057471	0.97265625	0.9632495164410058	256.0
17	0.9777777777777777	0.9777777777777777	0.9777777777777777	45.0
18	0.9381443298969072	0.8584905660377359	0.896551724137931	106.0
19	0.958974358974359	0.9739583333333334	0.9664082687338502	192.0
20	0.9834710743801653	0.9444444444444444	0.9635627530364373	126.0
21	0.9565217391304348	0.8073394495412844	0.8756218905472638	109.0
22	0.7272727272727273	0.8888888888888888	0.7999999999999999	18.0
23	1.0	1.0	1.0	42.0
24	0.9905362776025236	0.9905362776025236	0.9905362776025236	634.0
25	0.9948453608247423	1.0	0.9974160206718347	193.0
26	1.0	0.9727891156462585	0.9862068965517241	147.0
27	1.0	0.9818181818181818	0.9908256880733944	55.0
28	0.9147286821705426	0.9516129032258065	0.932806324110672	248.0
29	0.8555555555555555	0.6062992125984252	0.7096774193548389	127.0
30	0.8237547892720306	0.947136563876652	0.8811475409836066	227.0
31	0.9753086419753086	0.7053571428571429	0.8186528497409328	112.0
32	0.7805907172995781	0.8851674641148325	0.8295964125560539	209.0
33	0.8691099476439791	0.8783068783068783	0.8736842105263158	189.0
34	0.8472222222222222	0.7672955974842768	0.8052805280528054	159.0
35	0.9633431085043989	0.9909502262443439	0.9769516728624535	663.0
36	0.7377049180327869	0.9375	0.8256880733944955	48.0
37	0.9319371727748691	0.978021978021978	0.9544235924932974	182.0
accuracy	0.943054489639294	0.943054489639294	0.943054489639294	0.943054489639294
macro avg	0.9289013399414322	0.9255054414800491	0.9243353668498622	6515.0
weighted avg	0.945760490549063	0.943054489639294	0.9426633844090977	6515.0
